Price,Day
0.174435,Sunday
0.173115,Saturday
0.170297,Friday
0.171028,Thursday
0.167849,Wednesday
0.173805,Tuesday
0.187748,Monday
0.189756,Sunday
0.190539,Saturday
0.186256,Friday
0.184817,Thursday
0.172948,Wednesday
0.170831,Tuesday
0.167083,Monday
0.169432,Sunday
0.172349,Saturday
0.16874,Friday
0.173323,Thursday
0.180957,Wednesday
0.190998,Tuesday
0.157372,Monday
0.169689,Sunday
0.168723,Saturday
0.163958,Friday
0.169148,Thursday
0.178961,Wednesday
0.17634,Tuesday
0.178293,Monday
0.171336,Sunday
0.178945,Saturday
0.199932,Friday
0.209467,Thursday
0.209332,Wednesday
0.214425,Tuesday
0.214954,Monday
0.207497,Sunday
0.205067,Saturday
0.201134,Friday
0.221037,Thursday
0.217321,Wednesday
0.226734,Tuesday
0.21967,Monday
0.225954,Sunday
0.23307,Saturday
0.233017,Friday
0.221384,Thursday
0.237593,Wednesday
0.236965,Tuesday
0.25671,Monday
0.262708,Sunday
0.261325,Saturday
0.259542,Friday
0.260721,Thursday
0.255661,Wednesday
0.273431,Tuesday
0.282235,Monday
0.266266,Sunday
0.26163,Saturday
0.260855,Friday
0.263591,Thursday
0.268912,Wednesday
0.273301,Tuesday
0.271736,Monday
0.279928,Sunday
0.268515,Saturday
0.288042,Friday
0.299635,Thursday
0.237452,Wednesday
0.255722,Tuesday
0.264847,Monday
0.275703,Sunday
0.251078,Saturday
0.244472,Friday
0.242321,Thursday
0.254748,Wednesday
0.245463,Tuesday
0.247185,Monday
0.237677,Sunday
0.237018,Saturday
0.234027,Friday
0.232531,Thursday
0.232549,Wednesday
0.226044,Tuesday
0.231346,Monday
0.229158,Sunday
0.246595,Saturday
0.243452,Friday
0.24282,Thursday
0.254231,Wednesday
0.251915,Tuesday
0.241294,Monday
0.221752,Sunday
0.218634,Saturday
0.222811,Friday
0.204272,Thursday
0.198698,Wednesday
0.196756,Tuesday
0.199666,Monday
0.204858,Sunday
0.208383,Saturday
0.209142,Friday
0.224668,Thursday
0.224454,Wednesday
0.200575,Tuesday
0.2076,Monday
0.232971,Sunday
0.241378,Saturday
0.239833,Friday
0.242142,Thursday
0.2474,Wednesday
0.240342,Tuesday
0.235823,Monday
0.250623,Sunday
0.240969,Saturday
0.239565,Friday
0.252357,Thursday
0.256726,Wednesday
0.254302,Tuesday
0.309001,Monday
0.314393,Sunday
0.299222,Saturday
0.296052,Friday
0.294913,Thursday
0.294338,Wednesday
0.278231,Tuesday
0.271949,Monday
0.266967,Sunday
0.271453,Saturday
0.289678,Friday
0.263297,Thursday
0.286787,Wednesday
0.284593,Tuesday
0.312856,Monday
0.308248,Sunday
0.298471,Saturday
0.313874,Friday
0.316035,Thursday
0.297582,Wednesday
0.293424,Tuesday
0.305509,Monday
0.337953,Sunday
0.291495,Saturday
0.282977,Friday
0.252834,Thursday
0.262347,Wednesday
0.243097,Tuesday
0.253129,Monday
0.239338,Sunday
0.261285,Saturday
0.203313,Friday
0.199786,Thursday
0.200259,Wednesday
0.195388,Tuesday
0.202657,Monday
0.203542,Sunday
0.206627,Saturday
0.207947,Friday
0.202081,Thursday
0.205078,Wednesday
0.20491,Tuesday
0.203544,Monday
0.197533,Sunday
0.194135,Saturday
0.194272,Friday
0.190819,Thursday
0.1902,Wednesday
0.16998,Tuesday
0.172381,Monday
0.179223,Sunday
0.186148,Saturday
0.171393,Friday
0.18455,Thursday
0.197285,Wednesday
0.199354,Tuesday
0.207021,Monday
0.214666,Sunday
0.213355,Saturday
0.219272,Friday
0.207422,Thursday
0.222236,Wednesday
0.233139,Tuesday
0.230667,Monday
0.241031,Sunday
0.246818,Saturday
0.244571,Friday
0.243534,Thursday
0.253155,Wednesday
0.26196,Tuesday
0.255086,Monday
0.263852,Sunday
0.244672,Saturday
0.237565,Friday
0.262808,Thursday
0.234934,Wednesday
0.190348,Tuesday
0.179371,Monday
0.27903,Sunday
0.281223,Saturday
0.291253,Friday
0.302527,Thursday
0.304355,Wednesday
0.318183,Tuesday
0.326031,Monday
0.321496,Sunday
0.309604,Saturday
0.316842,Friday
0.324914,Thursday
0.342546,Wednesday
0.326014,Tuesday
0.329668,Monday
0.369287,Sunday
0.371083,Saturday
0.37595,Friday
0.399332,Thursday
0.42313,Wednesday
0.369066,Tuesday
0.323951,Monday
0.301199,Sunday
0.302128,Saturday
0.31073,Friday
0.332046,Thursday
0.350483,Wednesday
0.345477,Tuesday
0.364433,Monday
0.305984,Sunday
0.341484,Saturday
0.358401,Friday
0.397741,Thursday
0.330353,Wednesday
0.474714,Tuesday
0.486366,Monday
0.513023,Sunday
0.507448,Saturday
0.559581,Friday
0.48691,Thursday
0.389159,Wednesday
0.493231,Tuesday
0.449977,Monday
0.568682,Sunday
0.634394,Saturday
0.68688,Friday
0.579839,Thursday
0.655355,Wednesday
0.559005,Tuesday
0.438244,Monday
0.372404,Sunday
0.390642,Saturday
0.336635,Friday
0.30324,Thursday
0.323582,Wednesday
0.270668,Tuesday
0.269805,Monday
0.251103,Sunday
0.270017,Saturday
0.248731,Friday
0.26081,Thursday
0.305633,Wednesday
0.317696,Tuesday
0.407335,Monday
0.322037,Sunday
0.281909,Saturday
0.365551,Friday
0.182784,Thursday
0.121349,Wednesday
0.093763,Tuesday
0.070719,Monday
0.07415,Sunday
0.063688,Saturday
0.061582,Friday
0.061757,Thursday
0.058728,Wednesday
0.064283,Tuesday
0.059948,Monday
0.057401,Sunday
0.055554,Saturday
0.05757,Friday
0.062113,Thursday
0.053744,Wednesday
0.054027,Tuesday
0.054102,Monday
0.053637,Sunday
0.054426,Saturday
0.053973,Friday
0.051263,Thursday
0.05151,Wednesday
0.053437,Tuesday
0.054929,Monday
0.057471,Sunday
0.058827,Saturday
0.05827,Friday
0.057294,Thursday
0.05788,Wednesday
0.058611,Tuesday
0.056965,Monday
0.058431,Sunday
0.062694,Saturday
0.055261,Friday
0.055893,Thursday
0.0559,Wednesday
0.057978,Tuesday
0.062848,Monday
0.051881,Sunday
0.050935,Saturday
0.049584,Friday
0.049927,Thursday
0.050474,Wednesday
0.050279,Tuesday
0.050576,Monday
0.048129,Sunday
0.050076,Saturday
0.050463,Friday
0.050045,Thursday
0.056653,Wednesday
0.047673,Tuesday
0.05353,Monday
0.055881,Sunday
0.054135,Saturday
0.055036,Friday
0.059134,Thursday
0.049467,Wednesday
0.053513,Tuesday
0.056442,Monday
0.062639,Sunday
0.066249,Saturday
0.069791,Friday
0.069611,Thursday
0.072584,Wednesday
0.070012,Tuesday
0.078793,Monday
0.078508,Sunday
0.057465,Saturday
0.046783,Friday
0.052944,Thursday
0.037345,Wednesday
0.031296,Tuesday
0.034705,Monday
0.036841,Sunday
0.028197,Saturday
0.046597,Friday
0.036265,Thursday
0.007441,Wednesday
0.00824,Tuesday
0.008353,Monday
0.008714,Sunday
0.008571,Saturday
0.008516,Friday
0.008172,Thursday
0.009055,Wednesday
0.009053,Tuesday
0.009172,Monday
0.009094,Sunday
0.009235,Saturday
0.009373,Friday
0.0094,Thursday
0.008669,Wednesday
0.008066,Tuesday
0.008828,Monday
0.009831,Sunday
0.010158,Saturday
0.009753,Friday
0.009724,Thursday
0.010443,Wednesday
0.009958,Tuesday
0.00978,Monday
0.00985,Sunday
0.010489,Saturday
0.005661,Friday
0.004666,Thursday
0.004627,Wednesday
0.004488,Tuesday
0.004594,Monday
0.004548,Sunday
0.004508,Saturday
0.004563,Friday
0.004573,Thursday
0.003767,Wednesday
0.004514,Tuesday
0.004773,Monday
0.004641,Sunday
0.003925,Saturday
0.003863,Friday
0.003723,Thursday
0.003423,Wednesday
0.003204,Tuesday
0.003224,Monday
0.003259,Sunday
0.003164,Saturday
0.003075,Friday
0.003109,Thursday
0.003158,Wednesday
0.003176,Tuesday
0.003335,Monday
0.003388,Sunday
0.003391,Saturday
0.003282,Friday
0.003433,Thursday
0.003369,Wednesday
0.00332,Tuesday
0.003551,Monday
0.00344,Sunday
0.003392,Saturday
0.00327,Friday
0.003245,Thursday
0.003716,Wednesday
0.00424,Tuesday
0.003684,Monday
0.00334,Sunday
0.00351,Saturday
0.002986,Friday
0.002905,Thursday
0.002904,Wednesday
0.002935,Tuesday
0.002879,Monday
0.002773,Sunday
0.002769,Saturday
0.002811,Friday
0.002773,Thursday
0.002757,Wednesday
0.00276,Tuesday
0.002673,Monday
0.002707,Sunday
0.00267,Saturday
0.002757,Friday
0.002639,Thursday
0.002546,Wednesday
0.002517,Tuesday
0.002514,Monday
0.002576,Sunday
0.002568,Saturday
0.002583,Friday
0.002576,Thursday
0.002583,Wednesday
0.002674,Tuesday
0.002665,Monday
0.002652,Sunday
0.002634,Saturday
0.002644,Friday
0.002647,Thursday
0.002624,Wednesday
0.002595,Tuesday
0.002592,Monday
0.002593,Sunday
0.002585,Saturday
0.002604,Friday
0.0026,Thursday
0.002638,Wednesday
0.002637,Tuesday
0.002667,Monday
0.002681,Sunday
0.002666,Saturday
0.002657,Friday
0.002609,Thursday
0.002595,Wednesday
0.002602,Tuesday
0.002621,Monday
0.002638,Sunday
0.002597,Saturday
0.00259,Friday
0.002625,Thursday
0.002634,Wednesday
0.002673,Tuesday
0.002649,Monday
0.002697,Sunday
0.002697,Saturday
0.002713,Friday
0.00263,Thursday
0.002549,Wednesday
0.002643,Tuesday
0.002606,Monday
0.002774,Sunday
0.002792,Saturday
0.002787,Friday
0.002807,Thursday
0.002793,Wednesday
0.002829,Tuesday
0.00279,Monday
0.002783,Sunday
0.002815,Saturday
0.002796,Friday
0.002805,Thursday
0.002781,Wednesday
0.002746,Tuesday
0.002815,Monday
0.002783,Sunday
0.00276,Saturday
0.002877,Friday
0.002777,Thursday
0.003118,Wednesday
0.003242,Tuesday
0.00321,Monday
0.003298,Sunday
0.003276,Saturday
0.003263,Friday
0.003205,Thursday
0.003293,Wednesday
0.00328,Tuesday
0.003409,Monday
0.003397,Sunday
0.003437,Saturday
0.003376,Friday
0.003441,Thursday
0.003417,Wednesday
0.003477,Tuesday
0.003589,Monday
0.003535,Sunday
0.003535,Saturday
0.00357,Friday
0.003483,Thursday
0.003462,Wednesday
0.003391,Tuesday
0.003495,Monday
0.003468,Sunday
0.003514,Saturday
0.003531,Friday
0.003559,Thursday
0.003501,Wednesday
0.003549,Tuesday
0.003372,Monday
0.003333,Sunday
0.003713,Saturday
0.003224,Friday
0.003227,Thursday
0.003171,Wednesday
0.003184,Tuesday
0.003167,Monday
0.003237,Sunday
0.003252,Saturday
0.003215,Friday
0.003298,Thursday
0.003289,Wednesday
0.0033,Tuesday
0.003226,Monday
0.003381,Sunday
0.003455,Saturday
0.003055,Friday
0.002981,Thursday
0.003094,Wednesday
0.003291,Tuesday
0.00316,Monday
0.003636,Sunday
0.003808,Saturday
0.003525,Friday
0.004331,Thursday
0.004757,Wednesday
0.003121,Tuesday
0.002618,Monday
0.002301,Sunday
0.002306,Saturday
0.002322,Friday
0.002322,Thursday
0.002327,Wednesday
0.002314,Tuesday
0.002305,Monday
0.002315,Sunday
0.002324,Saturday
0.002358,Friday
0.002408,Thursday
0.002425,Wednesday
0.002473,Tuesday
0.002472,Monday
0.002449,Sunday
0.002458,Saturday
0.002453,Friday
0.002454,Thursday
0.002481,Wednesday
0.002485,Tuesday
0.002477,Monday
0.002482,Sunday
0.002532,Saturday
0.002523,Friday
0.002455,Thursday
0.002585,Wednesday
0.002562,Tuesday
0.002585,Monday
0.002607,Sunday
0.002587,Saturday
0.002589,Friday
0.002632,Thursday
0.002594,Wednesday
0.002575,Tuesday
0.002648,Monday
0.002573,Sunday
0.002621,Saturday
0.002528,Friday
0.002532,Thursday
0.002511,Wednesday
0.002506,Tuesday
0.002537,Monday
0.002476,Sunday
0.002538,Saturday
0.002538,Friday
0.0025,Thursday
0.002517,Wednesday
0.002543,Tuesday
0.002537,Monday
0.00253,Sunday
0.002512,Saturday
0.002492,Friday
0.002575,Thursday
0.00252,Wednesday
0.002461,Tuesday
0.00241,Monday
0.002453,Sunday
0.002604,Saturday
0.002615,Friday
0.002661,Thursday
0.002479,Wednesday
0.002476,Tuesday
0.002464,Monday
0.002505,Sunday
0.002541,Saturday
0.002473,Friday
0.00246,Thursday
0.002505,Wednesday
0.002334,Tuesday
0.002343,Monday
0.002402,Sunday
0.002123,Saturday
0.002081,Friday
0.002054,Thursday
0.001998,Wednesday
0.00195,Tuesday
0.001979,Monday
0.002042,Sunday
0.002047,Saturday
0.002001,Friday
0.001998,Thursday
0.001987,Wednesday
0.001979,Tuesday
0.001961,Monday
0.001961,Sunday
0.002015,Saturday
0.001962,Friday
0.00202,Thursday
0.002004,Wednesday
0.002,Tuesday
0.001984,Monday
0.00185,Sunday
0.001872,Saturday
0.001841,Friday
0.001876,Thursday
0.001863,Wednesday
0.0018,Tuesday
0.001805,Monday
0.001721,Sunday
0.001774,Saturday
0.001781,Friday
0.001825,Thursday
0.001831,Wednesday
0.001844,Tuesday
0.001816,Monday
0.001726,Sunday
0.001781,Saturday
0.001773,Friday
0.001763,Thursday
0.001672,Wednesday
0.001703,Tuesday
0.001637,Monday
0.001695,Sunday
0.001687,Saturday
0.001753,Friday
0.001585,Thursday
0.002176,Wednesday
0.002205,Tuesday
0.002222,Monday
0.002178,Sunday
0.002408,Saturday
0.002485,Friday
0.002479,Thursday
0.002424,Wednesday
0.0025,Tuesday
0.00235,Monday
0.002276,Sunday
0.002216,Saturday
0.00229,Friday
0.002327,Thursday
0.002344,Wednesday
0.002476,Tuesday
0.002582,Monday
0.002678,Sunday
0.002598,Saturday
0.002645,Friday
0.002651,Thursday
0.00261,Wednesday
0.002839,Tuesday
0.002694,Monday
0.002756,Sunday
0.002903,Saturday
0.003101,Friday
0.003002,Thursday
0.003053,Wednesday
0.00307,Tuesday
0.002983,Monday
0.003228,Sunday
0.003171,Saturday
0.002786,Friday
0.00266,Thursday
0.002598,Wednesday
0.002512,Tuesday
0.002416,Monday
0.002439,Sunday
0.002432,Saturday
0.002381,Friday
0.002431,Thursday
0.002417,Wednesday
0.002415,Tuesday
0.002355,Monday
0.002296,Sunday
0.002248,Saturday
0.002282,Friday
0.002287,Thursday
0.002376,Wednesday
0.002389,Tuesday
0.002467,Monday
0.002423,Sunday
0.002503,Saturday
0.002479,Friday
0.002323,Thursday
0.148228,Wednesday
0.002356,Tuesday
0.002161,Monday
0.002205,Sunday
0.002179,Saturday
0.002208,Friday
0.002138,Thursday
0.002138,Wednesday
0.002182,Tuesday
0.002153,Monday
0.00208,Sunday
0.002307,Saturday
0.002042,Friday
0.001999,Thursday
0.00204,Wednesday
0.002015,Tuesday
0.002038,Monday
0.002153,Sunday
0.002122,Saturday
0.002104,Friday
0.002202,Thursday
0.002199,Wednesday
0.002247,Tuesday
0.002126,Monday
0.002132,Sunday
0.002118,Saturday
0.002094,Friday
0.002206,Thursday
0.002247,Wednesday
0.002207,Tuesday
0.002249,Monday
0.002275,Sunday
0.002294,Saturday
0.002302,Friday
0.002304,Thursday
0.002304,Wednesday
0.002306,Tuesday
0.002281,Monday
0.002287,Sunday
0.002288,Saturday
0.002335,Friday
0.002328,Thursday
0.002291,Wednesday
0.002293,Tuesday
0.00232,Monday
0.002365,Sunday
0.002394,Saturday
0.002887,Friday
0.002428,Thursday
0.00239,Wednesday
0.002327,Tuesday
0.002465,Monday
0.002785,Sunday
0.002957,Saturday
0.002421,Friday
0.002504,Thursday
0.002653,Wednesday
0.002608,Tuesday
0.002636,Monday
0.002745,Sunday
0.002683,Saturday
0.002711,Friday
0.002743,Thursday
0.002778,Wednesday
0.002782,Tuesday
0.002777,Monday
0.002826,Sunday
0.002744,Saturday
0.002801,Friday
0.002762,Thursday
0.002736,Wednesday
0.002628,Tuesday
0.002651,Monday
0.002855,Sunday
0.002698,Saturday
0.002648,Friday
0.002633,Thursday
0.002627,Wednesday
0.002666,Tuesday
0.002687,Monday
0.002675,Sunday
0.002672,Saturday
0.002696,Friday
0.002593,Thursday
0.002548,Wednesday
0.002578,Tuesday
0.002704,Monday
0.0028,Sunday
0.002788,Saturday
0.002753,Friday
0.002755,Thursday
0.002583,Wednesday
0.002548,Tuesday
0.002564,Monday
0.002465,Sunday
0.002383,Saturday
0.002369,Friday
0.002385,Thursday
0.002445,Wednesday
0.002431,Tuesday
0.002527,Monday
0.002512,Sunday
0.002399,Saturday
0.002563,Friday
0.002387,Thursday
0.002415,Wednesday
0.002444,Tuesday
0.002418,Monday
0.002299,Sunday
0.002312,Saturday
0.002332,Friday
0.002215,Thursday
0.002263,Wednesday
0.002255,Tuesday
0.002583,Monday
0.002649,Sunday
0.002681,Saturday
0.002725,Friday
0.002739,Thursday
0.002746,Wednesday
0.002617,Tuesday
0.002502,Monday
0.002517,Sunday
0.002476,Saturday
0.002471,Friday
0.002462,Thursday
0.00246,Wednesday
0.002478,Tuesday
0.002481,Monday
0.00258,Sunday
0.002536,Saturday
0.002572,Friday
0.002512,Thursday
0.00289,Wednesday
0.002623,Tuesday
0.002637,Monday
0.002572,Sunday
0.002679,Saturday
0.002538,Friday
0.002495,Thursday
0.002579,Wednesday
0.002676,Tuesday
0.002714,Monday
0.002719,Sunday
0.002705,Saturday
0.002748,Friday
0.002758,Thursday
0.002689,Wednesday
0.002773,Tuesday
0.002814,Monday
0.002748,Sunday
0.002687,Saturday
0.002726,Friday
0.002667,Thursday
0.002789,Wednesday
0.002856,Tuesday
0.002883,Monday
0.002909,Sunday
0.002805,Saturday
0.0029,Friday
0.002933,Thursday
0.002961,Wednesday
0.002952,Tuesday
0.003047,Monday
0.002938,Sunday
0.002922,Saturday
0.002914,Friday
0.002929,Thursday
0.002897,Wednesday
0.00277,Tuesday
0.002838,Monday
0.002869,Sunday
0.002863,Saturday
0.00295,Friday
0.002949,Thursday
0.002902,Wednesday
0.002882,Tuesday
0.003013,Monday
0.003078,Sunday
0.003108,Saturday
0.003039,Friday
0.003114,Thursday
0.002898,Wednesday
0.002791,Tuesday
0.003091,Monday
0.002963,Sunday
0.003286,Saturday
0.003356,Friday
0.003244,Thursday
0.003398,Wednesday
0.003493,Tuesday
0.003466,Monday
0.00358,Sunday
0.003521,Saturday
0.003857,Friday
0.00318,Thursday
0.003343,Wednesday
0.003162,Tuesday
0.00327,Monday
0.003279,Sunday
0.003371,Saturday
0.003415,Friday
0.003383,Thursday
0.0034,Wednesday
0.003349,Tuesday
0.003344,Monday
0.00331,Sunday
0.00331,Saturday
0.003259,Friday
0.003106,Thursday
0.00314,Wednesday
0.003105,Tuesday
0.00319,Monday
0.00318,Sunday
0.003132,Saturday
0.003105,Friday
0.003079,Thursday
0.003073,Wednesday
0.003057,Tuesday
0.003074,Monday
0.002988,Sunday
0.003101,Saturday
0.003148,Friday
0.003083,Thursday
0.003029,Wednesday
0.002966,Tuesday
0.003165,Monday
0.00337,Sunday
0.00335,Saturday
0.003396,Friday
0.003206,Thursday
0.003171,Wednesday
0.003146,Tuesday
0.003124,Monday
0.003046,Sunday
0.002975,Saturday
0.002989,Friday
0.002952,Thursday
0.002932,Wednesday
0.003032,Tuesday
0.002976,Monday
0.00313,Sunday
0.002958,Saturday
0.002915,Friday
0.003135,Thursday
0.003334,Wednesday
0.003074,Tuesday
0.002728,Monday
0.002628,Sunday
0.002776,Saturday
0.002496,Friday
0.002497,Thursday
0.002554,Wednesday
0.002556,Tuesday
0.002596,Monday
0.002643,Sunday
